date,year,month,day,season_day,punjab_fires,haryana_fires,delhi_fires,other_fires,total_fires,pm25_delhi,pm10_delhi,no2_delhi,o3_delhi,co_delhi,records_per_day
2020-11-25,2020,11,25,56,0,0,0,3,3,342.3017391304348,405.03782608695656,93.5491304347826,26.791304347826088,2971.5660869565218,23
2020-11-26,2020,11,26,57,26,8,1,29,64,180.7541666666667,226.00125,65.41875,20.753333333333337,2314.806666666667,24
2020-11-27,2020,11,27,58,107,27,2,94,230,115.90166666666666,143.9525,56.221666666666664,43.925,1592.159583333333,24
2020-11-28,2020,11,28,59,107,73,2,163,345,197.88916666666668,234.86125,70.04666666666667,50.3725,2461.1158333333333,24
2020-11-29,2020,11,29,60,66,50,1,123,240,329.38166666666666,404.0495833333334,93.94958333333334,34.69625,4516.680416666667,24
2020-11-30,2020,11,30,61,30,23,0,76,129,416.225,511.88625,105.43125,34.78333333333333,5575.339166666668,24
2021-10-01,2021,10,1,1,5,2,0,27,34,299.65208333333334,357.14166666666665,98.59125,69.60291666666667,3938.675,24
2021-10-02,2021,10,2,2,0,3,0,21,24,121.45041666666668,151.05833333333334,49.309583333333336,59.463750000000005,1900.9120833333336,24
2021-10-03,2021,10,3,3,13,7,1,96,117,66.31,102.03875,37.36833333333333,37.95375,1465.3208333333332,24
2021-10-04,2021,10,4,4,28,6,0,48,82,312.68125000000003,419.87583333333333,62.01875,29.99625,5781.452499999999,24
2021-10-05,2021,10,5,5,22,10,1,26,59,557.045,665.1225000000001,161.53916666666666,30.235,6459.315833333333,24
2021-10-06,2021,10,6,6,30,6,0,38,74,318.0154166666667,397.5116666666667,83.06875,65.1075,3697.236666666667,24
2021-10-07,2021,10,7,7,85,18,0,95,198,239.695,312.28000000000003,73.84333333333333,57.09625,3338.972916666667,24
2021-10-08,2021,10,8,8,89,30,0,117,236,268.4220833333333,355.15124999999995,75.20041666666667,53.67083333333334,4200.69625,24
2021-10-09,2021,10,9,9,161,82,1,228,472,209.65291666666667,303.87791666666664,64.73958333333333,45.64791666666667,3367.3433333333337,24
2021-10-10,2021,10,10,10,173,169,5,213,560,361.9708333333333,491.68249999999995,86.51708333333333,41.38666666666666,5948.901666666668,24
2021-10-11,2021,10,11,11,72,78,0,123,273,320.3979166666667,412.4575,103.04666666666668,43.413333333333334,5449.057083333333,24
2021-10-12,2021,10,12,12,96,78,1,106,281,247.92625,348.52416666666664,74.88583333333334,51.88375,4138.390416666666,24
2021-10-13,2021,10,13,13,140,132,0,234,506,182.06375,252.46916666666667,55.81458333333333,74.38333333333334,1930.67375,24
2021-10-14,2021,10,14,14,353,201,3,388,945,146.06916666666666,196.54208333333335,54.336666666666666,74.3425,1730.1241666666665,24
2021-10-15,2021,10,15,15,689,591,3,473,1756,202.75541666666663,268.55125000000004,76.07958333333333,59.6875,2828.28125,24
2021-10-16,2021,10,16,16,512,296,0,279,1087,383.28583333333336,467.48375,117.89791666666666,88.60041666666666,4797.617916666667,24
2021-10-17,2021,10,17,17,15,0,0,53,68,159.07708333333332,185.92291666666665,52.6225,47.47833333333333,1976.569166666667,24
2021-10-18,2021,10,18,18,70,2,0,59,131,96.46041666666667,126.06541666666668,39.443333333333335,0.2704166666666667,1743.475,24
2021-10-19,2021,10,19,19,515,79,1,352,947,97.34541666666668,122.17916666666667,46.60375,48.33375,1444.7375,24
2021-10-20,2021,10,20,20,1034,241,1,462,1738,144.89541666666668,188.3675,61.59166666666667,52.3825,2214.1133333333332,24
2021-10-21,2021,10,21,21,753,221,0,389,1363,92.06625,149.13208333333333,42.30583333333333,70.9375,1206.63625,24
2021-10-22,2021,10,22,22,912,156,4,361,1433,253.75833333333333,340.99625,71.25958333333334,36.59583333333333,4776.755,24
2021-10-23,2021,10,23,23,572,263,0,25,860,97.945,132.36791666666667,47.653333333333336,41.31333333333333,1611.3525,24
2021-10-24,2021,10,24,24,1,40,0,35,76,136.80583333333334,174.84083333333334,53.15833333333333,25.41875,1925.9445833333332,24
2021-10-25,2021,10,25,25,114,108,1,235,458,245.80333333333337,306.99375000000003,68.07416666666667,43.901250000000005,3116.7279166666667,24
2021-10-26,2021,10,26,26,327,241,1,164,733,174.45041666666668,232.73458333333335,64.88958333333333,35.49791666666667,2643.307916666666,24
2021-10-27,2021,10,27,27,298,152,0,122,572,163.3375,211.765,61.96208333333333,64.97875,2339.8404166666664,24
2021-10-28,2021,10,28,28,970,203,1,214,1388,211.4425,276.90958333333333,73.7225,40.30416666666667,3323.6745833333334,24
2021-10-29,2021,10,29,29,1224,231,1,249,1705,241.21125,302.0420833333333,83.96833333333333,70.05958333333334,3258.308333333333,24
2021-10-30,2021,10,30,30,1814,289,1,414,2518,158.59833333333333,189.38541666666663,39.32125,115.7,1824.1404166666669,24
2021-10-31,2021,10,31,31,2768,444,2,500,3714,320.81375,419.4870833333334,70.97291666666666,41.0,4805.962916666666,24
2021-11-01,2021,11,1,32,2244,246,0,234,2724,334.25666666666666,417.1425,88.32333333333334,53.54125,4380.384166666667,24
2021-11-02,2021,11,2,33,2653,246,0,174,3073,323.00666666666666,382.31125,85.92416666666666,65.00208333333333,3501.9708333333333,24
2021-11-03,2021,11,3,34,2720,315,0,193,3228,333.33416666666665,411.1058333333333,90.3375,41.632083333333334,4411.538750000001,24
2021-11-04,2021,11,4,35,3395,387,1,385,4168,692.5104166666666,836.7570833333334,180.38875,61.54791666666667,8289.018333333333,24
2021-11-05,2021,11,5,36,6177,535,0,412,7124,469.185,580.6658333333334,107.70166666666668,45.098333333333336,6395.339166666668,24
2021-11-06,2021,11,6,37,4365,313,0,310,4988,226.11458333333337,261.3904166666667,43.62583333333333,150.2275,2668.6195833333336,24
2021-11-07,2021,11,7,38,4876,202,0,376,5454,251.81458333333333,317.2445833333333,72.69416666666667,62.78583333333333,3310.045,24
2021-11-08,2021,11,8,39,5295,235,0,327,5857,325.1745833333334,388.84458333333333,95.43541666666664,97.50541666666668,4165.649166666667,24
2021-11-09,2021,11,9,40,4754,259,1,290,5304,399.17333333333335,492.50416666666666,113.8425,74.24125,5030.711666666667,24
2021-11-10,2021,11,10,41,5561,357,2,409,6329,541.7916666666666,673.3545833333334,124.13916666666668,67.45916666666666,7114.09125,24
2021-11-11,2021,11,11,42,4478,221,0,290,4989,538.6583333333333,652.2575,115.69916666666668,82.5175,6248.474166666667,24
2021-11-12,2021,11,12,43,3788,191,0,174,4153,411.3516666666667,506.16083333333336,100.54875,55.07583333333333,5178.69,24
2021-11-13,2021,11,13,44,4363,302,0,261,4926,354.54583333333335,410.84625,76.89833333333333,80.66583333333334,3505.8658333333333,24
2021-11-14,2021,11,14,45,2614,232,1,244,3091,357.02125,434.80958333333336,99.37083333333334,52.77291666666667,4843.234583333334,24
2021-11-15,2021,11,15,46,2301,221,1,325,2848,291.77208333333334,359.0566666666667,84.81166666666667,40.098333333333336,3728.39,24
2021-11-16,2021,11,16,47,1733,351,1,311,2396,333.29791666666665,406.54541666666665,86.65333333333332,42.70875,3874.6983333333337,24
2021-11-17,2021,11,17,48,696,156,0,162,1014,829.6041666666666,968.38125,149.85708333333335,40.014583333333334,10278.384583333333,24
2021-11-18,2021,11,18,49,690,135,0,131,956,1121.5408333333332,1297.0579166666666,241.05166666666665,19.945,11998.49375,24
2021-11-19,2021,11,19,50,548,207,0,120,875,497.98375,608.5733333333334,103.73208333333334,33.0075,6599.506249999999,24
2021-11-20,2021,11,20,51,363,182,2,198,745,328.735,397.2245833333333,89.70833333333333,40.915,3906.96625,24
2021-11-21,2021,11,21,52,242,270,3,394,909,203.75125,234.07833333333335,51.51583333333334,79.07291666666667,1987.6954166666667,24
2021-11-22,2021,11,22,53,102,148,2,157,409,151.92083333333332,176.2675,38.6,94.69708333333334,1437.2266666666667,24
2021-11-23,2021,11,23,54,93,62,0,92,247,359.78624999999994,440.1266666666667,75.91291666666667,42.03958333333333,4424.333750000001,24
2021-11-24,2021,11,24,55,59,71,0,78,208,627.9516666666667,738.8554166666667,145.915,31.1075,7659.27625,24
2021-11-25,2021,11,25,56,34,54,1,95,184,447.5970833333334,524.1004166666667,110.44416666666666,31.776666666666667,5027.37375,24
2021-11-26,2021,11,26,57,27,89,4,97,217,504.78833333333336,621.98875,130.5220833333333,13.220416666666663,7411.161666666667,24
2021-11-27,2021,11,27,58,22,56,0,141,219,318.98333333333335,378.825,82.26916666666666,26.235833333333332,3930.3308333333334,24
2021-11-28,2021,11,28,59,5,19,0,71,95,587.7770833333333,697.8716666666666,145.6025,28.048333333333336,6238.4608333333335,24
2021-11-29,2021,11,29,60,12,28,0,56,96,317.39208333333335,374.5920833333333,68.64541666666666,50.412083333333335,3137.0325,24
2021-11-30,2021,11,30,61,5,22,0,62,89,353.5754166666666,431.3354166666666,73.78625,44.254999999999995,3950.91375,24
2022-10-01,2022,10,1,1,46,2,2,100,150,290.11041666666665,372.71125,61.77,53.20041666666666,4073.58,24
2022-10-02,2022,10,2,2,102,19,1,103,225,208.95875,279.84499999999997,54.88666666666666,62.25791666666667,2691.9845833333334,24
2022-10-03,2022,10,3,3,55,4,0,53,112,82.98541666666667,124.79666666666668,41.34916666666667,56.062083333333334,1250.3066666666666,24
2022-10-04,2022,10,4,4,86,12,1,56,155,198.9141666666667,252.29833333333332,66.83916666666667,72.83583333333333,2152.9195833333333,24
2022-10-05,2022,10,5,5,102,21,0,84,207,140.535,169.6075,75.11416666666666,34.84916666666667,1809.6770833333333,24
2022-10-06,2022,10,6,6,102,28,0,145,275,52.07041666666667,70.87458333333333,49.42333333333334,19.137083333333333,1116.51375,24
2022-10-07,2022,10,7,7,65,7,0,136,208,52.034166666666664,66.02125,45.18291666666667,0.7374999999999999,1149.3354166666666,24
2022-10-08,2022,10,8,8,24,0,0,51,75,40.71333333333333,49.3625,35.670833333333334,4.4054166666666665,953.7941666666668,24
2022-10-09,2022,10,9,9,4,1,0,20,25,47.16625,56.97625,38.51416666666667,2.006666666666667,1114.8454166666668,24
2022-10-10,2022,10,10,10,1,2,0,18,21,114.61166666666666,142.49125,60.94833333333333,16.76875,1922.6079166666668,24
2022-10-11,2022,10,11,11,48,2,1,31,82,422.7695833333333,505.66625,106.16,9.839166666666667,5668.242916666667,24
2022-10-12,2022,10,12,12,103,5,2,98,208,245.10666666666668,290.03791666666666,67.61625,51.49916666666667,2967.9129166666667,24
2022-10-13,2022,10,13,13,133,20,4,51,208,180.56583333333333,228.0204166666667,54.900416666666665,55.39000000000001,2437.4729166666666,24
2022-10-14,2022,10,14,14,66,34,0,49,149,193.46083333333337,248.04666666666665,62.23500000000001,56.83958333333334,2292.8325,24
2022-10-15,2022,10,15,15,168,49,1,72,290,263.47541666666666,343.5758333333333,69.4225,46.54583333333333,3507.8116666666665,24
2022-10-16,2022,10,16,16,233,98,1,103,435,309.9870833333333,395.07375,85.5825,60.99458333333334,4232.406666666667,24
2022-10-17,2022,10,17,17,363,100,3,154,620,254.2375,333.77500000000003,82.85458333333334,39.06125,4059.6720833333334,24
2022-10-18,2022,10,18,18,402,197,2,107,708,322.9579166666667,409.35291666666666,104.2175,39.68,5613.445,24
2022-10-19,2022,10,19,19,268,114,0,52,434,391.9675,488.38958333333335,136.54875,56.759166666666665,5048.512916666667,24
2022-10-20,2022,10,20,20,111,87,0,52,250,396.23375,489.7066666666667,135.44833333333335,43.651250000000005,4720.2908333333335,24
2022-10-21,2022,10,21,21,311,98,0,70,479,421.45666666666665,528.54625,118.9975,43.59125,6055.434583333333,24
2022-10-22,2022,10,22,22,638,165,1,146,950,232.70583333333332,301.87,64.72458333333334,46.01458333333333,2856.3741666666665,24
2022-10-23,2022,10,23,23,1045,295,3,239,1582,256.37416666666667,332.87083333333334,74.72208333333333,47.8825,3746.1925,24
2022-10-24,2022,10,24,24,953,296,3,171,1423,165.59166666666667,212.1975,70.55916666666667,61.56125,2460.0033333333336,24
2022-10-25,2022,10,25,25,803,111,0,123,1037,217.18375,283.8858333333333,68.51666666666667,55.609166666666674,2976.815416666667,24
2022-10-26,2022,10,26,26,897,109,0,170,1176,429.90333333333336,564.7541666666667,109.95791666666668,45.42791666666667,6576.141250000001,24
2022-10-27,2022,10,27,27,1227,115,0,135,1477,475.01,618.2220833333333,145.47333333333333,46.15708333333333,7292.6675,24
2022-10-28,2022,10,28,28,1856,139,0,350,2345,801.1437500000001,972.1741666666668,251.67541666666668,62.540416666666665,9624.16375,24
2022-10-29,2022,10,29,29,2021,172,0,223,2416,568.645,696.895,155.31291666666667,63.970000000000006,7257.619583333333,24
2022-10-30,2022,10,30,30,1542,113,0,173,1828,370.315,474.7925,88.17333333333333,51.80833333333333,5331.119166666666,24
2022-10-31,2022,10,31,31,1736,81,0,184,2001,542.03625,682.80875,157.05458333333334,50.37,7668.735000000001,24
2022-11-01,2022,11,1,32,1924,108,2,169,2203,248.25333333333333,333.0625,77.49875,34.72208333333334,3750.6420833333336,24
2022-11-02,2022,11,2,33,2875,153,0,223,3251,316.1066666666666,424.0095833333333,88.46625,39.81791666666667,3871.3625,24
2022-11-03,2022,11,3,34,2901,162,3,147,3213,362.9975,474.00625,82.85541666666667,45.61083333333334,4886.3025,24
2022-11-04,2022,11,4,35,1660,52,1,96,1809,557.125,661.9166666666666,131.98916666666665,126.62416666666668,5640.0,24
2022-11-05,2022,11,5,36,2963,116,0,103,3182,322.29625,386.4895833333333,66.88875,71.86208333333333,2479.568333333333,24
2022-11-06,2022,11,6,37,561,52,0,26,639,414.98291666666665,510.7479166666667,73.44375000000001,48.6875,4120.0320833333335,24
2022-11-07,2022,11,7,38,2289,49,1,176,2515,519.5991666666666,639.29,157.9391666666667,24.48125,6051.540416666667,24
2022-11-08,2022,11,8,39,659,16,0,184,859,757.2608333333334,880.7341666666666,135.40583333333333,12.805,7650.375,24
2022-11-09,2022,11,9,40,1225,58,0,50,1333,869.5408333333334,1003.515,213.66,29.32041666666667,10482.54875,24
2022-11-10,2022,11,10,41,2031,56,0,100,2187,407.58125,482.1779166666667,95.17708333333331,31.74208333333333,4701.375416666667,24
2022-11-11,2022,11,11,42,3085,135,4,244,3468,129.72125,160.74666666666667,54.17875,65.75875,1887.560416666667,24
2022-11-12,2022,11,12,43,2508,131,0,229,2868,149.1975,177.90625,43.169999999999995,94.60791666666668,1979.35125,24
2022-11-13,2022,11,13,44,2018,152,1,340,2511,306.27375,391.7975,78.73125,46.029583333333335,4696.925416666667,24
2022-11-14,2022,11,14,45,0,18,0,18,36,317.5783333333333,418.17333333333335,100.61833333333334,36.615,4784.26625,24
2022-11-15,2022,11,15,46,130,37,0,21,188,541.6899999999999,675.3495833333333,127.63625,24.530833333333337,7797.240416666667,24
2022-11-16,2022,11,16,47,985,72,0,88,1145,131.93041666666667,168.31041666666667,57.71333333333334,52.635,1883.388333333333,24
2022-11-17,2022,11,17,48,1073,69,0,160,1302,118.59875,147.4908333333333,53.729166666666664,66.19083333333333,1749.8741666666667,24
2022-11-18,2022,11,18,49,623,112,4,144,883,281.61708333333337,361.53625000000005,78.98375,30.155,4660.21,24
2022-11-19,2022,11,19,50,489,105,0,173,767,303.0054166666667,374.36125,87.53833333333334,38.70375,4317.522083333333,24
2022-11-20,2022,11,20,51,273,48,1,138,460,190.72458333333336,232.13291666666663,60.71291666666667,44.760416666666664,2441.0875,24
2022-11-21,2022,11,21,52,229,27,0,92,348,151.66875000000002,187.8,61.99041666666667,50.52125,2010.503333333333,24
2022-11-22,2022,11,22,53,157,51,1,96,305,151.95125,193.93541666666667,68.53125,40.922916666666666,2339.84,24
2022-11-23,2022,11,23,54,126,44,7,151,328,110.81541666666668,144.7675,56.178333333333335,43.945,1799.6620833333334,24
2022-11-24,2022,11,24,55,86,62,2,176,326,260.04791666666665,337.49625,67.51666666666667,32.20125,3984.85,24
2022-11-25,2022,11,25,56,55,31,1,86,173,414.76416666666665,505.80583333333334,102.90375,41.00875,5037.943333333334,24
2022-11-26,2022,11,26,57,59,17,0,37,113,253.6158333333333,306.80375,63.67583333333334,58.89333333333334,2184.6304166666664,24
2022-11-27,2022,11,27,58,35,18,1,78,132,383.5033333333334,462.6908333333334,76.72791666666667,39.7875,4150.0720833333335,24
2022-11-28,2022,11,28,59,26,15,2,56,99,587.8975,714.1591666666667,121.75291666666668,32.96208333333333,7216.453750000001,24
2022-11-29,2022,11,29,60,17,24,2,99,142,419.0058333333333,507.00541666666663,96.46291666666669,33.96458333333333,5449.612916666667,24
2022-11-30,2022,11,30,61,18,31,2,103,154,417.06166666666667,494.1475,87.08166666666666,33.994166666666665,4804.292083333333,24
